source_id,distance_to_subway,id
317853852,1.645111,317853852
313752314,1.212679,313752314
317442385,1.300891,317442385
318046163,2.080912,318046163
316781718,2.85383,316781718
316734331,1.246098,316734331
317055744,0.610642,317055744
315385872,0.653575,315385872
313757273,0.192447,313757273
317860288,2.560843,317860288
318048076,3.617629,318048076
317446193,1.122633,317446193
316737410,4.336783,316737410
317055747,4.292676,317055747
317860291,1.2986,317860291
317446213,0.972992,317446213
315396767,3.446441,315396767
313784075,4.141839,313784075
316738879,4.681671,316738879
318048559,0.423825,318048559
317860301,0.488588,317860301
317056167,0.41215,317056167
315401060,9.294907,315401060
317446319,4.353673,317446319
313785770,1.666708,313785770
316740324,0.626233,316740324
318050758,0.791555,318050758
318002849,2.609496,318002849
317864302,3.323976,317864302
317056240,0.687207,317056240
317448549,0.945329,317448549
315416619,1.722877,315416619
316740325,-1.0,316740325
318004601,3.213257,318004601
313793654,0.716686,313793654
318051781,2.86103,318051781
317058681,4.579331,317058681
316740504,3.441308,316740504
318006016,2.325751,318006016
317450122,2.542071,317450122
313806623,4.460235,313806623
315428708,3.79865,315428708
318052721,3.998679,318052721
317059656,0.501343,317059656
317450132,1.358121,317450132
318006489,5.546735,318006489
317865378,3.042821,317865378
315440076,-1.0,315440076
318054320,1.104895,318054320
316743821,8.221201,316743821
313847450,1.789805,313847450
317061206,0.558003,317061206
315441365,9.513434,315441365
318007642,3.711209,318007642
318055133,1.088197,318055133
317865386,0.888919,317865386
316751750,0.690011,316751750
313858069,0.685756,313858069
317070054,0.838011,317070054
318055812,4.646756,318055812
317455194,0.647412,317455194
318008478,1.272349,318008478
315444367,-1.0,315444367
317865388,4.547131,317865388
316763502,1.332912,316763502
317078945,3.490289,317078945
313858148,0.446128,313858148
318013733,1.998877,318013733
318056323,8.524688,318056323
315455656,-1.0,315455656
317458718,2.391226,317458718
317867227,0.927574,317867227
317078954,2.459193,317078954
316765837,1.735589,316765837
313869895,2.186592,313869895
315458315,3.621515,315458315
318058036,1.261324,318058036
318013953,0.947132,318013953
317461983,-1.0,317461983
317868825,8.446293,317868825
317079100,1.509475,317079100
313871109,4.874885,313871109
315466031,3.566702,315466031
316770524,2.132172,316770524
318014538,0.49012,318014538
317868826,2.626565,317868826
317462614,0.825683,317462614
313871926,5.944016,313871926
316771185,5.396682,316771185
315486042,3.74719,315486042
318058041,0.412604,318058041
317462832,0.58175,317462832
317081927,2.806793,317081927
318014650,5.455606,318014650
317871748,1.164092,317871748
313872753,0.563145,313872753
316773691,1.089529,316773691
318014665,1.653569,318014665
317083975,3.885966,317083975
315489312,6.667364,315489312
318058047,4.591855,318058047
317873264,2.55228,317873264
313902904,5.909606,313902904
316776793,6.61498,316776793
315490134,-1.0,315490134
318058438,-1.0,318058438
317085350,1.124579,317085350
317873609,0.967819,317873609
316776796,5.479833,316776796
313911270,0.30723,313911270
315490142,7.762191,315490142
318061316,0.367278,318061316
317093770,4.574912,317093770
317463042,2.64042,317463042
317878843,6.146112,317878843
316778361,1.693965,316778361
316786740,4.464898,316786740
318064149,0.859056,318064149
315508617,9.344321,315508617
317463076,0.682604,317463076
317897305,2.918806,317897305
317115899,1.478285,317115899
